Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
CLWT,Euro Tech Holdings Company Limited,3.41,7056050.43,n/a,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
EEFT,"Euronet Worldwide, Inc.",46.94,2359592453,n/a,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.13,51427435.65,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
EVEP,"EV Energy Partners, L.P.",33.68,1628397014,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVRY,"EveryWare Global, Inc.",7.54,166222112.4,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/evry
EVOK,"Evoke Pharma, Inc.",9.3,56699793.6,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",9.91,113894837.2,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EXA,Exa Corporation,14.95,199407928.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
EXAS,EXACT Sciences Corporation,11.07,785056957.5,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXAC,"Exactech, Inc.",22.94,310401140,n/a,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
EDS,Exceed Company Ltd.,1.5199,50207615.13,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/eds
EXEL,"Exelixis, Inc.",5.27,970757151.1,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,5.04,144785959.9,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",24.87,819200788.9,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/exls
EXPE,"Expedia, Inc.",61.11,7965865536,n/a,1999,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",43.43,8928353949,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",74.61,977630721.9,n/a,1985,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,65.18,52522435080,n/a,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
EXLP,"Exterran Partners, L.P.",28.94,1429910380,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/exlp
EXTR,"Extreme Networks, Inc.",6.26,591395346,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/extr
EZCH,EZchip Semiconductor Limited,23.6,677001022.4,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ezch
EZPW,"EZCORP, Inc.",11.84,642110905.6,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",81.56,6386444960,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",46.43,1.14E+11,n/a,1994,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fb
FCS,"Fairchild Semiconductor International, Inc.",12.14,1541870018,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fcs
FRP,"FairPoint Communications, Inc.",9.05,239625673.8,n/a,1986,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/frp
FWM,Fairway Group Holdings Corp.,19.31,30279084622,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/fwm
FALC,"FalconStor Software, Inc.",1.51,72527922.87,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/falc
DAVE,"Famous Dave&#39;s of America, Inc.",19.9,146493213.2,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
FARM,Farmer Brothers Company,19.4,319211712.8,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/farm
FFKT,Farmers Capital Bank Corporation,20,149536620,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
FMNB,Farmers National Banc Corp.,6.3,118288674,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb
FARO,"FARO Technologies, Inc.",53.15,909655978.3,n/a,1997,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,46.14,13691679064,n/a,1987,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fast
FATE,"Fate Therapeutics, Inc.",4.96,100971503.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",14.42,53546391.64,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss
FBRC,FBR & Co,25.98,293014390.8,n/a,1970,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fbrc
FDML,Federal-Mogul Corporation,19.12,2868559145,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/fdml
FNHC,Federated National Holding Company,11.62,96746446.72,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
FFCO,FedFirst Financial Corporation,19.35,46797839.55,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ffco
FEIC,FEI Company,87.85,3668299125,n/a,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/feic
FHCO,Female Health Company (The),9.09,260745641,n/a,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/fhco
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,154.82,263194000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,16.4,348388201.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,21.08,289519802.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdus
FRGI,"Fiesta Restaurant Group, Inc.",48.19,1139157868,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi
FSC,Fifth Street Finance Corp.,10.14,1386771892,n/a,2008,n/a,n/a,http://www.nasdaq.com/symbol/fsc
FSCFL,Fifth Street Finance Corp.,23.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fscfl
FSFR,Fifth Street Senior Floating Rate Corp.,13.54,90268038.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsfr
FITB,Fifth Third Bancorp,19.92,17586084116,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitb
FNGN,"Financial Engines, Inc.",63.04,3177775984,n/a,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn
FISI,"Financial Institutions, Inc.",22.98,317351272.2,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,21.14,2025864993,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
FEYE,"FireEye, Inc.",33.6,4059640603,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,15.19,298934020.2,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",16.85,179770813.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,6.1,48110486.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,5.71,495423182.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",35.91,141449849.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
FCVA,"First Capital Bancorp, Inc. (VA)",3.85,48264316.1,n/a,2007,Finance,Major Banks,http://www.nasdaq.com/symbol/fcva
FCAP,"First Capital, Inc.",20.25,56384403.75,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
FCFS,"First Cash Financial Services, Inc.",61.44,1775890944,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCZA,First Citizens Banc Corp.,6.64,51180568.88,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcza
FCNCA,"First Citizens BancShares, Inc.",219.33,2109722330,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
FCLF,First Clover Leaf Financial Corp.,8.9999,63064846.27,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fclf
FCBC,"First Community Bancshares, Inc.",16.85,317891459.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,10.1601,53810815.71,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco
FBNK,"First Connecticut Bancorp, Inc.",15.75,259184236.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/fbnk
FDEF,First Defiance Financial Corp.,26.08,255185941,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
FFBH,"First Federal Bancshares of Arkansas, Inc.",8.77,175763928.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ffbh
FFNM,"First Federal of Northern Michigan Bancorp, Inc.",5.1,14708649.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffnm
FFBC,First Financial Bancorp.,15.75,908033568.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,5.52,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",61.78,1975580453,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,34.37,457378706.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
SCBT,"First Financial Holdings, Inc.",61.06,1470111945,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/scbt
FFNW,"First Financial Northwest, Inc.",10.48,174419583.2,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ffnw
FFKY,First Financial Service Corporation,4.61,22413926.03,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffky
INBK,First Internet Bancorp,21.5001,61518795.13,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
FIBK,"First Interstate BancSystem, Inc.",25.94,1143693614,n/a,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,19.71,568154665.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frme
FMBI,"First Midwest Bancorp, Inc.",17.26,1295737835,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi
NBCB,First NBC Bank Holding Company,27.77,498035150,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbcb
FNFG,First Niagara Financial Group Inc.,11.06,3914901055,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnfg
FSFG,"First Savings Financial Group, Inc.",22.45,51932170.65,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
FSGI,"First Security Group, Inc.",1.93,128543019.9,n/a,2005,Finance,Major Banks,http://www.nasdaq.com/symbol/fsgi
FSLR,"First Solar, Inc.",60.88,6053913288,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
FSBK,First South Bancorp Inc,7.07,68853075.62,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fsbk
BICK,First Trust BICK Index Fund,24.72,19776049.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick
FTCS,First Trust Capital Strength ETF,32.9484,60954605.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftcs
TDIV,First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol,23.7099,240774034.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdiv
MDIV,First Trust Exchange-Traded Fund VI Multi-Asset Diversified In,20.8899,518069561.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdiv
FTGC,First Trust Global Tactical Commodity Strategy Fund,29.14,3011152.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftgc
HYLS,First Trust High Yield Long/Short ETF,51.65,80057603.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyls
YDIV,First Trust International Multi-Asset Diversified Income Index,21.08,5270042.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ydiv
SKYY,First Trust ISE Cloud Computing Index Fund,24.74,148440049.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skyy
CU,First Trust ISE Global Copper Index Fund,21.45,32175042.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cu
PLTM,First Trust ISE Global Platinum Index Fund,12.53,11903525.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pltm
QABA,First Trust NASDAQ ABA Community Bank Index Fund,34.17,44421068.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qaba
FONE,First Trust NASDAQ CEA Smartphone Index Fund,32.029,9608764.058,n/a,1996,n/a,n/a,http://www.nasdaq.com/symbol/fone
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,34.86,12201069.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grid
QCLN,First Trust NASDAQ Clean Edge U.S. Liquid Series Index Fund,16.92,85446033.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcln
CARZ,First Trust NASDAQ Global Auto Index Fund,39.071,54699478.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/carz
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,34.294,260634468.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,33.0101,82525316.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqxt
QTEC,First Trust NASDAQ-100-Technology Sector Index Fund,33.07,152122066.1,n/a,1984,n/a,n/a,http://www.nasdaq.com/symbol/qtec
FTSL,First Trust Senior Loan Fund ETF,49.67,109274099.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsl
FUNC,First United Corporation,7.54,46827825.98,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func
FBMI,Firstbank Corporation,18.87,152405838.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbmi
SVVC,"Firsthand Technology Value Fund, Inc.",21.98,199403263.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/svvc
FMER,FirstMerit Corporation,22.31,3682300616,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmer
FSRV,FirstService Corporation,42.07,1443858723,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsrv
FISV,"Fiserv, Inc.",108.3,13967359162,n/a,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv
FIVE,"Five Below, Inc.",51.67,2792260751,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five
FPRX,"Five Prime Therapeutics, Inc.",8.67,145948153,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx
FLML,Flamel Technologies S.A.,6.89,175112106,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flml
FLXS,"Flexsteel Industries, Inc.",27.55,197765829.2,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/flxs
FLEX,Flextronics International Ltd.,7.465,4537100812,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
FLIR,"FLIR Systems, Inc.",29.08,4119327284,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
FLOW,Flow International Corporation,4.02,197163959.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
FLDM,Fluidigm Corporation,30.91,791714737.8,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm
FFIC,Flushing Financial Corporation,20.38,613395793,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic
FONR,Fonar Corporation,17.46,111617135.6,n/a,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
VIFL,"Food Technology Service, Inc.",5.73,16256772.09,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vifl
FES,Forbes Energy Services Ltd,3.73,80089127.68,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fes
FNRG,ForceField Energy Inc.,5.8,95132649.8,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fnrg
FORM,"FormFactor, Inc.",5,272832740,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,25,354372350,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
FORR,"Forrester Research, Inc.",38.03,751206590,n/a,1985,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/forr
FTNT,"Fortinet, Inc.",19.39,3169492851,n/a,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
FWRD,Forward Air Corporation,41.88,1282181496,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/fwrd
FORD,"Forward Industries, Inc.",1.52,12331281.2,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/ford
FOSL,"Fossil Group, Inc.",125.76,6942529113,n/a,1993,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/fosl
FWLT,Foster Wheeler AG.,28.97,2850455610,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/fwlt
FMI,"Foundation Medicine, Inc.",25.75,724557954.8,n/a,1989,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/fmi
FXCB,"Fox Chase Bancorp, Inc.",17.41,211493250.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fxcb
FOXF,Fox Factory Holding Corp.,18.96,688571969.5,n/a,n/a,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/foxf
FRAN,Francesca&#39;s Holdings Corporation,19.61,864615450.2,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fran
FELE,"Franklin Electric Co., Inc.",41.47,1975896291,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/fele
FRNK,Franklin Financial Corporation,19.18,239758439.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/frnk
FRED,"Fred&#39;s, Inc.",16.49,605744039.3,n/a,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/fred
FREE,FreeSeas Inc.,0.3295,28348042.86,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/free
RAIL,"Freightcar America, Inc.",23.12,278567100,n/a,1992,Capital Goods,Railroads,http://www.nasdaq.com/symbol/rail
FEIM,"Frequency Electronics, Inc.",11.08,94331496.84,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/feim
FTR,Frontier Communications Corporation,4.84,4837807480,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr
FSBW,"FS Bancorp, Inc.",17.1501,55568467.76,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/fsbw
FTD,"FTD Companies, Inc.",33,613269591,n/a,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ftd
FSYS,"Fuel Systems Solutions, Inc.",13.63,273899838.6,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/fsys
FTEK,"Fuel Tech, Inc.",5.88,131601003.2,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/ftek
FCEL,"FuelCell Energy, Inc.",1.36,261205002.7,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/fcel
FULL,Full Circle Capital Corporation,7.65,57905772.3,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/full
FULLL,Full Circle Capital Corporation,26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fulll
FLL,"Full House Resorts, Inc.",2.74,51376865.94,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/fll
FULT,Fulton Financial Corporation,12.22,2351739000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult
FURX,"Furiex Pharmaceuticals, Inc.",39.57,410386603.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/furx
FFHL,"Fuwei Films (Holdings) Co., Ltd.",1.2299,16065568.75,n/a,2006,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ffhl
FXEN,"FX Energy, Inc.",3.22,171978155.3,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fxen
GK,"G&K Services, Inc.",59.09,1170490233,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/gk
WILC,"G. Willi-Food International,  Ltd.",8.26,107167263.7,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/wilc
GAIA,"Gaiam, Inc.",5.9,134464020.8,n/a,1999,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/gaia
GALT,Galectin Therapeutics Inc.,7.46,136607281.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galt
GALTU,Galectin Therapeutics Inc.,18,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtu
GALTW,Galectin Therapeutics Inc.,3.7,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtw
GALE,"Galena Biopharma, Inc.",3.26,343071042.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gale
GLPI,"Gaming and Leisure Properties, Inc.",44.6,3970323398,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/glpi
